Date,Time,Open,High,Low,Close,Volume
2023-01-16,09:33:00,54.4,54.4,54.4,54.4,0
2023-01-16,09:48:00,0.0,54.4,54.4,54.4,0
2023-01-16,09:51:00,54.4,54.4,54.4,54.4,0
2023-01-16,09:54:00,54.4,54.4,54.4,54.4,0
2023-01-16,10:03:00,54.4,54.4,54.4,54.4,0
2023-01-16,10:06:00,54.4,54.4,54.4,54.4,0
2023-01-16,10:12:00,54.4,54.4,54.4,54.4,0
2023-01-16,10:15:00,54.4,54.4,54.4,54.4,0
2023-01-16,10:18:00,54.4,54.4,54.4,54.4,0
2023-01-16,10:21:00,54.4,54.4,54.4,54.4,0
2023-01-16,10:27:00,54.4,54.4,54.4,54.4,0
2023-01-16,10:30:00,54.4,54.4,54.4,54.4,0
2023-01-16,10:33:00,54.4,54.4,54.4,54.4,0
2023-01-16,10:42:00,54.4,54.4,54.4,54.4,0
2023-01-16,10:45:00,54.4,54.4,54.4,54.4,0
2023-01-16,10:48:00,54.4,54.4,54.4,54.4,0
2023-01-16,10:51:00,54.4,54.4,54.4,54.4,0
2023-01-16,10:54:00,54.4,54.4,54.4,54.4,0
2023-01-16,11:00:00,54.4,54.4,54.4,54.4,0
2023-01-16,11:03:00,54.4,54.4,54.4,54.4,0
2023-01-16,11:06:00,54.4,54.4,54.4,54.4,0
2023-01-16,11:15:00,54.4,54.4,54.4,54.4,0
2023-01-16,11:24:00,54.4,54.4,54.4,54.4,0
2023-01-16,11:30:00,54.4,54.4,54.4,54.4,0
2023-01-16,11:33:00,54.4,54.4,54.4,54.4,0
2023-01-16,11:45:00,54.4,54.4,54.4,54.4,0
2023-01-16,11:51:00,54.4,54.4,54.4,54.4,0
2023-01-16,12:03:00,54.4,54.4,54.4,54.4,0
2023-01-16,12:12:00,54.4,54.4,54.4,54.4,0
2023-01-16,12:18:00,54.4,54.4,54.4,54.4,0
2023-01-16,12:30:00,54.4,54.4,54.4,54.4,0
2023-01-16,12:51:00,54.4,54.4,54.4,54.4,0
2023-01-16,13:00:00,54.4,54.4,54.4,54.4,0
2023-01-16,13:18:00,54.4,54.4,54.4,54.4,0
2023-01-16,13:21:00,54.4,54.4,54.4,54.4,0
2023-01-16,13:30:00,54.4,54.4,54.4,54.4,0
2023-01-16,13:33:00,54.4,54.4,54.4,54.4,0
2023-01-16,13:39:00,54.4,54.4,54.4,54.4,0
2023-01-17,09:54:00,54.4,54.4,54.4,54.4,0
2023-01-17,10:33:00,0.0,0.0,54.4,54.4,0
2023-01-17,10:36:00,54.4,54.4,54.4,54.4,0
2023-01-17,13:57:00,54.4,54.4,54.4,54.4,0
2023-01-17,14:03:00,54.4,54.4,54.4,54.4,0
2023-01-18,09:33:00,54.4,54.4,54.4,54.4,0
2023-01-18,09:54:00,0.0,54.4,54.4,54.4,0
2023-01-18,09:57:00,54.4,54.4,54.4,54.4,0
2023-01-18,10:00:00,54.4,54.4,54.4,54.4,0
2023-01-18,10:06:00,54.4,54.4,54.4,54.4,0
2023-01-18,10:09:00,54.4,54.4,54.4,54.4,0
2023-01-18,10:15:00,54.4,54.4,54.4,54.4,0
2023-01-18,10:18:00,54.4,54.4,54.4,54.4,0
2023-01-18,10:27:00,54.4,54.4,54.4,54.4,0
2023-01-18,10:33:00,54.4,54.4,54.4,54.4,0
2023-01-18,10:42:00,54.4,54.4,54.4,54.4,0
2023-01-18,10:45:00,54.4,54.4,54.4,54.4,0
2023-01-18,10:48:00,54.4,54.4,54.4,54.4,0
2023-01-18,10:51:00,54.4,54.4,54.4,54.4,0
2023-01-18,10:54:00,54.4,54.4,54.4,54.4,0
2023-01-18,11:06:00,54.4,54.4,54.4,54.4,0
2023-01-18,11:15:00,54.4,54.4,54.4,54.4,0
2023-01-18,11:18:00,54.4,54.4,54.4,54.4,0
2023-01-18,11:21:00,54.4,54.4,54.4,54.4,0
2023-01-18,11:24:00,54.4,54.4,54.4,54.4,0
2023-01-18,11:27:00,54.4,54.4,54.4,54.4,0
2023-01-18,11:30:00,54.4,54.4,54.4,54.4,0
2023-01-18,11:42:00,54.4,54.4,54.4,54.4,0
2023-01-18,11:45:00,54.4,54.4,54.4,54.4,0
2023-01-18,11:48:00,54.4,54.4,54.4,54.4,0
2023-01-18,11:57:00,33.85,33.85,33.85,33.85,50
2023-01-18,12:00:00,33.8,33.8,32.0,32.0,200
2023-01-18,12:18:00,32.0,32.0,32.0,32.0,0
2023-01-18,12:21:00,32.0,32.0,32.0,32.0,0
2023-01-18,12:33:00,32.0,32.0,32.0,32.0,0
2023-01-18,12:36:00,32.0,32.0,32.0,32.0,0
2023-01-18,12:39:00,32.0,32.0,32.0,32.0,0
2023-01-18,12:42:00,32.0,32.0,32.0,32.0,0
2023-01-18,12:48:00,32.0,32.0,14.0,14.0,200
2023-01-18,12:51:00,14.0,14.0,14.0,14.0,50
2023-01-18,13:00:00,14.0,14.0,14.0,14.0,0
2023-01-18,13:09:00,14.0,14.0,14.0,14.0,0
2023-01-18,13:12:00,14.0,14.0,14.0,14.0,0
2023-01-18,13:21:00,14.0,14.0,14.0,14.0,0
2023-01-18,13:27:00,14.0,14.0,14.0,14.0,0
2023-01-18,13:51:00,14.0,14.0,14.0,14.0,0
2023-01-18,13:57:00,14.0,14.0,14.0,14.0,0
2023-01-18,14:06:00,14.0,14.0,14.0,14.0,0
2023-01-18,14:15:00,14.0,14.0,14.0,14.0,0
2023-01-18,14:18:00,14.0,14.0,14.0,14.0,0
2023-01-18,14:24:00,14.0,14.0,14.0,14.0,0
2023-01-19,09:18:00,14.0,14.0,14.0,14.0,0
2023-01-19,09:27:00,0.0,0.0,14.0,14.0,0
2023-01-19,09:30:00,14.0,14.0,14.0,14.0,0
2023-01-19,09:39:00,14.0,14.0,14.0,14.0,0
2023-01-19,09:42:00,14.0,14.0,14.0,14.0,0
2023-01-19,09:45:00,14.0,14.0,14.0,14.0,0
2023-01-19,09:51:00,14.0,14.0,14.0,14.0,0
2023-01-19,10:12:00,14.0,14.0,14.0,14.0,0
2023-01-19,11:18:00,14.0,14.0,14.0,14.0,0
2023-01-19,11:30:00,14.0,14.0,14.0,14.0,0
